"id","mien","english","category","source"
"122","Ninh nyanc hnaangx","'He/she eats rice.' Mien has no grammatical gender; 'ninh' means both he and she. 'Hnaangx' means both rice and food, reflecting the centrality of rice in Mien diet.","grammar","Arisawa (2016)"
"123","Meih oix mingh haaix","'Where do you want to go?' Mien question words stay in their natural position (in-situ), unlike English which moves them to the front. 'Haaix' (where) remains at the end.","grammar","Arisawa (2016)"
"124","Yie maiv hiuv","'I don't know.' 'Maiv' is the primary Mien negation marker, placed before the verb. Its contracted form 'mv' is used in casual speech. Mien has no inflection; negation is purely particle-based.","grammar","Arisawa (2016)"
"125","Se gorngv duih mbiungc nor, yie maiv mingh","'If it rains, I will not go.' This conditional sentence uses the pattern se gorngv...nor (if...then). Mien expresses future intent through context rather than tense markers.","grammar","Arisawa (2016)"
"126","Meih hiuv gorngv Mienh waac maiv","'Do you know how to speak Mien?' The question particle 'fai' or 'maiv' at the end turns a statement into a yes/no question. No word order change is needed.","grammar","Arisawa (2016)"
"127","Yie corc hoqc jienv","'I am still learning.' The particle 'corc' means 'still/yet' and 'jienv' indicates continuous action. Together they express an ongoing process, commonly used by language learners.","grammar","Arisawa (2016)"
"128","Ninh zoux hnaangx bun mbuo nyanc","'He/she cooked rice for us to eat.' The word 'bun' (give/for) introduces the beneficiary. This serial verb construction chains cooking and eating into a single purposeful action.","grammar","Arisawa (2016)"
"129","Meih maaih gauh norm fu'jueiv","'How many children do you have?' 'Gauh' (how many) questions quantity. 'Norm' is the most common Mien classifier, used with people and general objects.","grammar","Arisawa (2016)"
"130","Naaiv se dongh yie nyei biauv","'This is my house.' 'Se' is the Mien copula (is/am/are). 'Dongh' functions as a relativizer meaning 'the one that.' 'Nyei' is the possessive particle.","grammar","Arisawa (2016)"
"131","Yie heuc Zeuz Gueix-Zoih","'My name is Guei Zoi Zeu.' The verb 'heuc' means 'to call/be named.' Mien names follow the pattern: clan name (Zeuz), generation name (Gueix), personal name (Zoih).","grammar","Arisawa (2016)"
"132","Ninh maaih i norm dorn","'He has one son.' 'Maaih' (to have/exist) is one of the most important Mien verbs. 'I' means one, and 'norm' is the classifier for people.","grammar","Arisawa (2016)"
"133","Mienh waac se camv nyei","'The Mien language is sweet.' 'Camv' (sweet) is used figuratively to describe pleasing language. The particle 'nyei' here converts the adjective into a predicate.","grammar","Arisawa (2016)"
"134","Yie oix hoqc gorngv Mienh waac","'I want to learn to speak Mien.' This sentence chains three verbs: 'oix' (want), 'hoqc' (learn), 'gorngv' (speak). Serial verb constructions are fundamental to Mien grammar.","grammar","Arisawa (2016)"
"135","Ninh gorngv Mienh waac longx haic","'He/she speaks Mien very well.' 'Longx' (good/well) and 'haic' (very/extremely) combine to form an intensified adverb. Adjectives follow verbs in Mien.","grammar","Arisawa (2016)"
"136","Mbuo njang hnoi aengx buangh","'We will meet again tomorrow.' 'Aengx' (again/more) modifies the verb 'buangh' (meet). Mien lacks tense markers; time is expressed through words like 'njang hnoi' (tomorrow).","grammar","Arisawa (2016)"
"137","Yie ndaangc mv hiuv gorngv Mienh waac","'I didn't know how to speak Mien before.' 'Ndaangc' (before/formerly) sets the time frame. Past tense is indicated by context words rather than verb conjugation.","grammar","Arisawa (2016)"
"138","Ih zanc ninh haih gorngv longx aqv","'Now he/she can speak well.' 'Haih' expresses ability (can/know how to). 'Aqv' is a perfective marker indicating completed change of state.","grammar","Arisawa (2016)"
"139","Meih nyei mbuox heuc haaix","'What is your name?' Literally 'your name called what.' 'Haaix' (what) stays in-situ. This is one of the most useful phrases for Mien language learners.","grammar","Arisawa (2016)"
"140","Fu'jueiv hoqc sou yiem horqc dorngh","'The children study at school.' 'Hoqc sou' (study/read books) and 'horqc dorngh' (school/learning place) are compound expressions common in Mien daily vocabulary.","grammar","Arisawa (2016)"
"141","Ninh nyanc liuz hnaangx aqv","'He/she has finished eating.' 'Liuz' is a completive aspect marker meaning 'finished/done.' Combined with 'aqv' (perfective), it indicates a fully completed action.","grammar","Arisawa (2016)"
"142","Yie oix njaaux meih gorngv Mienh waac","'I want to teach you to speak Mien.' Four verbs chained together: want-teach-speak. This serial verb construction demonstrates how Mien expresses complex intentions.","grammar","Arisawa (2016)"
"143","Mbuo oix zuqc tengx jaax","'We must help each other.' 'Zuqc' expresses obligation (must). 'Jaax' means 'each other/one another.' Mutual aid is both a grammatical concept and a cultural value.","grammar","Arisawa (2016)"
"144","Aengx gorngv nzunc gaax","'Please say it one more time.' 'Gaax' is a polite request particle, making commands gentle. 'Nzunc' means 'time/occasion.' This phrase is essential for language learners.","grammar","Arisawa (2016)"
"145","Gorngv ndo'haac","'Speak slowly.' This imperative uses 'ndo'haac' (slowly) as an adverbial modifier. Mien adverbs typically follow the verb they modify.","grammar","Arisawa (2016)"
"146","Mienh waac nyei waac-dauh paaiv se: Subiektv, Waac-gorngv, Objeektv","'Mien word order is Subject-Verb-Object.' Like English, Mien follows SVO order. However, topic-comment structures are also very common, placing the topic first regardless of grammatical role.","grammar","Arisawa (2016)"
"147","Mienh waac longc serial verb constructions","'Mien uses serial verb constructions.' Multiple verbs can be strung together without conjunctions: 'mingh maaic fin daaih nyanc' (go buy things come eat). This is one of the most distinctive features of Mien grammar.","grammar","Arisawa (2016)"
"148","Mienh waac nyei tone bun cing waac nyei eix zangc","'Mien tones distinguish word meanings.' The final letter of each syllable marks its tone. Changing the tone changes the word entirely, making tonal accuracy crucial for communication.","grammar","Arisawa (2016)"
"149","Duqv se resultative complement marker","'Duqv is a resultative complement marker.' Placed after a verb, 'duqv' indicates successful achievement: 'gorngv duqv' (can speak successfully), 'hoqc duqv' (can learn successfully).","grammar","Arisawa (2016)"
"150","Mienh waac longc bun bun cing causative","'Mien uses bun for causative constructions.' The word 'bun' (give) also expresses causation: 'bun ninh mingh' (make/let him go). This dual function is common in Southeast Asian languages.","grammar","Arisawa (2016)"
"151","Mienh waac se tonal language","'Mien is a tonal language.' With seven distinct tones marked by final letters, tone is integral to meaning. The same consonant-vowel combination can produce seven different words depending on the tone.","grammar","Arisawa (2016)"
"152","Mienh waac se isolating language","'Mien is an isolating language.' Words do not change form for tense, number, or case. Meaning is conveyed through word order, particles, and context rather than inflection.","grammar","Arisawa (2016)"
"153","Mienh waac longc aspect markers mv baac mv maaih tense markers","'Mien uses aspect markers but not tense markers.' Rather than past/present/future tense, Mien indicates whether an action is completed (liuz), ongoing (jienv), or about to happen (oix).","grammar","Arisawa (2016)"
"154","Fai se mienh naaic waac nyei particle","'Fai is a question particle.' Added to the end of a statement, 'fai' transforms it into a yes/no question. This simple mechanism eliminates the need for word order changes in questions.","grammar","Arisawa (2016)"
"155","Aqv se bun cing zoux liuz nyei waac","'Aqv marks completed actions or changes of state.' This sentence-final particle signals that something has been accomplished or that a new situation has come into being.","grammar","Arisawa (2016)"
"156","Mienh waac nyei adjective daaih nqa'haav noun","'In Mien, adjectives follow nouns.' Unlike English where we say 'big house,' Mien says 'biauv hlo' (house big). This noun-adjective order is consistent throughout the language.","grammar","Arisawa (2016)"
"157","Faaux se mingh gu'nguaaic nyei coverb","'Faaux means going upward.' Mien uses directional coverbs to specify movement: faaux (up), njiec (down), bieqc (in), cuotv (out). These add spatial precision to verbs of motion.","grammar","Arisawa (2016)"
"158","Mienh waac longc weic zuqc bun cing gorn-youh","'Mien uses weic zuqc to express because.' This two-word conjunction introduces reasons and causes. It literally means 'because of' and connects cause to effect in explanations.","grammar","Arisawa (2016)"
"159","Mienh waac longc se gorngv...nor bun cing conditional","'Mien uses se gorngv...nor for if...then.' This conditional construction frames hypothetical situations. 'Se gorngv' introduces the condition, and 'nor' introduces the result.","grammar","Arisawa (2016)"
"160","Mienh waac nyei negation maaih i nyungc: maiv caux mv","'Mien negation has two forms: maiv and mv.' Both mean 'not,' but 'mv' is a contracted casual form. They are placed directly before the verb they negate.","grammar","Arisawa (2016)"
"161","Yie ih hnoi zoux hnaangx bun yie nyei biauv-mienh nyanc","'Today I cook rice for my family to eat.' Cooking for the family is a daily act of love in Mien culture. 'Biauv-mienh' (family/household) is the most important social unit.","daily_life","Arisawa (2016)"
"162","Mienh haic lungh ndortv mingh maaic fin","'Early morning, the Mien go to the market to buy things.' Market visits are a social occasion as much as a shopping trip. Mien communities gather to share news and maintain social connections.","daily_life","Arisawa (2016)"
